1.00020004	USD	1/1/2005 0:00	0.99970009
1.00020004	USD	1/2/2005 0:00	1.001001001
1.00020004	USD	1/3/2005 0:00	0.99980004
1.00050025	USD	1/4/2005 0:00	1.001401963
1.00050025	USD	1/5/2005 0:00	1.00020004
1.00050025	USD	1/6/2005 0:00	1.001502253
1.00020004	USD	1/7/2005 0:00	0.99960016
1.00020004	USD	1/8/2005 0:00	1.000900811
1.00020004	USD	1/9/2005 0:00	0.99940036
1.00020004	USD	1/10/2005 0:00	1.001101211
1.000800641	USD	1/11/2005 0:00	0.99980004
1.000800641	USD	1/12/2005 0:00	1.001001001
1.000800641	USD	1/13/2005 0:00	1.00070049
1.00010001	USD	1/14/2005 0:00	1.00030009
1.00010001	USD	1/15/2005 0:00	0.99930049
1.00010001	USD	1/16/2005 0:00	1.00030009
1.00020004	USD	1/17/2005 0:00	0.99970009
1.00050025	USD	1/18/2005 0:00	1.001101211
1.00050025	USD	1/19/2005 0:00	0.99980004
1.00050025	USD	1/20/2005 0:00	1.000800641
1.00020004	USD	1/21/2005 0:00	0.99940036
1.00020004	USD	1/22/2005 0:00	1.001101211
1.00020004	USD	1/23/2005 0:00	1.00020004
1.00020004	USD	1/24/2005 0:00	1.001201442
1.00020004	USD	1/25/2005 0:00	1
1.00020004	USD	1/26/2005 0:00	1.00020004
1.00020004	USD	1/27/2005 0:00	0.99940036
1.00020004	USD	1/28/2005 0:00	1.000900811
1.00020004	USD	1/29/2005 0:00	0.99960016
1.00020004	USD	1/30/2005 0:00	1.00070049
1.00020004	USD	1/31/2005 0:00	0.99960016
1.000900811	USD	2/1/2005 0:00	1.001301692
1.000900811	USD	2/2/2005 0:00	1.00020004
1.000900811	USD	2/3/2005 0:00	1.001101211
1.000900811	USD	2/4/2005 0:00	1.00030009
1.00020004	USD	2/5/2005 0:00	1.00050025
1.00020004	USD	2/6/2005 0:00	0.99940036
1.00020004	USD	2/7/2005 0:00	1.00030009
1.00050025	USD	2/8/2005 0:00	1.00020004
1.00050025	USD	2/9/2005 0:00	1.001201442
1.00050025	USD	2/10/2005 0:00	0.99960016
1.00020004	USD	2/11/2005 0:00	1.00070049
1.00020004	USD	2/12/2005 0:00	0.99960016
1.00020004	USD	2/13/2005 0:00	1.00070049
1.00020004	USD	2/14/2005 0:00	0.99990001
1.00050025	USD	2/15/2005 0:00	1.000800641
1.00050025	USD	2/16/2005 0:00	0.99990001
1.00040016	USD	2/17/2005 0:00	1.000900811
1.00040016	USD	2/18/2005 0:00	0.99970009
1.00020004	USD	2/19/2005 0:00	1.00020004
1.00020004	USD	2/20/2005 0:00	0.99940036
1.00020004	USD	2/21/2005 0:00	1.001001001
1.00050025	USD	2/22/2005 0:00	1.00040016
1.00050025	USD	2/23/2005 0:00	1.00050025
1.00050025	USD	2/24/2005 0:00	1.00020004
1.00020004	USD	2/25/2005 0:00	1.001001001
1.00020004	USD	2/26/2005 0:00	0.99960016
1.00020004	USD	2/27/2005 0:00	1.001101211
1.00020004	USD	2/28/2005 0:00	1.00010001
